id,area,title,user_story,expected_behavior,entry_points,source_files,platforms,edition,notes,status,phase,error_class,error_detail,test_method,tested_at,retest_status,retest_at,fix_notes
DEP-005,deployment,Deployment failure cards with error lines and jump-to-line,"As a Windows packager I want the failure context without opening the log first, then a one-click jump to the exact line.","Each failed file renders a card with the app name (or file name), a deploy-type chip, file name/version/format/exit code, the error summary, an ""Open in Log Viewer"" button and an ""N error(s)""/""Collapse"" toggle that shows the collected lines. MSI verbose files collect each ""Return value 3"" plus the three preceding lines and the ""MainEngineThread is returning"" line; other formats collect Error and Warning entries; the list is truncated to 50 lines. Each expanded line shows an underlined clickable ""L<lineNumber>"" (title ""Open at line <n>"") that sets pendingScrollTarget and loads the file into the Log workspace, and only one card is expanded at a time.",Software Deployment workspace > Failed Deployments > card buttons / L<n> links,src/workspaces/deployment/DeploymentErrorCard.tsx; src/workspaces/deployment/deployment-store.ts; src-tauri/src/commands/deployment.rs,windows,full,"Extends DEP-002 (line extraction rules, the 50-line cap and the single-expanded-card rule are new).",pass,story,none,,component_test: DEP-002 shows failed cards and succeeded/deferred/unclassified tables,2026-09-24T21:30:00Z,,,
DEP-006,deployment,"Deployment inventory bar, outcome summary and failure retry",As a Windows packager I want a rollup of what was found and a way to retry when the scan fails.,"The inventory bar shows counts only for formats present (""<n> PSADT"", ""<n> MSI verbose"", ""<n> WiX/Burn"", ""<n> Wrapper"", ""<n> Other"") followed by ""<n> total"", and the outcome summary shows failed (red), succeeded (green), deferred (amber) and unknown (grey) counts, each hidden when zero. On failure the workspace shows the error message and a Retry button, but Retry re-analyses only when a previous result exists (result?.folderPath), so the first-load failure state renders a button that does nothing — a coverage gap worth tracking.",Software Deployment workspace > inventory bar / outcome summary; error phase > Retry,src/workspaces/deployment/DeploymentWorkspace.tsx; src/workspaces/deployment/deployment-store.ts,windows,full,Extends DEP-001/DEP-002; records the Retry no-op on first-load failure.,partial,story,coverage,component_test: extend src/workspaces/deployment/DeploymentWorkspace.test.tsx with an error-phase fixture and assert the Retry handler is inert without a prior result,component_test: src/workspaces/deployment/DeploymentWorkspace.test.tsx (+3 tests passed),2026-09-24T21:30:00Z,,,
DEP-007,deployment,Deployment success/deferred and unclassified tables with resizable columns,As a Windows packager I want to compare the packages that worked and the ones we could not classify.,"The ""Succeeded / Deferred"" and ""Other / Unclassified (N)"" sections each render a table with Application, Version, Type, Format, Outcome, Exit Code, Start and End columns (the first cell's tooltip is the file name, timestamps lose their fractional seconds) and colour the Outcome cell green/red/amber. Every column header carries a drag handle that resizes that column with per-column minimum widths (40–100px) applied during the drag, and the header row stays sticky against the 8 columns' fixed grid template.",Software Deployment workspace > Succeeded / Deferred and Other / Unclassified tables,src/workspaces/deployment/DeploymentSuccessTable.tsx; src/workspaces/deployment/DeploymentWorkspace.tsx,windows,full,"Extends DEP-002 (column set, colouring and per-column resize minimums).",pass,story,none,,component_test: DEP-002 shows failed cards and succeeded/deferred/unclassified tables,2026-09-24T21:30:00Z,,,
DEP-008,deployment,"Recursive deployment scan, format classification and empty folder state",As a Windows packager I want every log under the folder classified by tooling so that I know what I am looking at.,"collect_log_files walks the tree recursively and keeps only *.log; each file is parsed and classified as psadt-cmtrace (CCM parser whose messages/components contain PSADT keywords), psadt-legacy, msi-verbose, psadt-wrapper (other CCM logs), patchmypc (CCM log whose path contains ""patchmypc""), burn (Burn parser, or ≥2 Burn records in the first 50 entries when detected as timestamped/plain) or unknown. A folder with no .log files yields the empty phase with ""No deployment logs found in this folder."" and ""Expected PSADT, MSI verbose, WiX/Burn, or PatchMyPC logs.""; a path that is not a directory fails with ""Not a directory: <path>"" and a parse failure still produces a row marked unknown rather than dropping the file.",Software Deployment workspace after analyze_deployment_folder,src-tauri/src/commands/deployment.rs; src/workspaces/deployment/DeploymentWorkspace.tsx,windows,full,Extends DEP-001 (inventory/format detail and the empty and malformed paths).,pass,story,none,,rust_test: commands::deployment::tests::test_format_msi_direct,2026-09-24T21:30:00Z,,,
DNS-001,dns-dhcp,Scan this server for DNS/DHCP logs,As a Windows DNS/DHCP admin I discover local logs.,"Scan this server: checkDnsLoggingStatus then known dns.log, DNS audit EVTX, dhcpsrvlog*.log. If debug off: Enable DNS debug logging (requires elevated). If no roles: prompt to Open files.",Empty-state Scan this server,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx,all (live paths Windows),both,DNS empty: Scan this server.,partial,retest,coverage,"Current exact-head suite ran, but no focused current browser/component scenario covers the full user behavior.",ui,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
DNS-002,dns-dhcp,Collect from domain DCs,As a domain admin I pull DNS/DHCP logs from DCs.,"Confirm: discover DCs, collect via C$ admin shares. Progress bar. Result files/size/duration per server + errors. Open collected logs parses the bundle.",Collect from domain; Open collected logs,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx,windows domain,both,DNS empty: Collect from domain.,partial,retest,coverage,"Current exact-head suite ran, but no focused current browser/component scenario covers the full user behavior.",ui,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
DNS-003,dns-dhcp,Open DNS/DHCP files and correlate devices,As a user I load debug/audit/DHCP logs and join devices by IP.,Open files multi .log/.evtx. Rejects non-DNS/DHCP parsers. Devices keyed by IPv4. Search IP/hostname/MAC. Auto-select busiest. Query table RCODE/QTYPE filters.,Open files; File menu; log banner,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx; DeviceList.tsx; DeviceQueryTable.tsx,all,both,DNS empty: Open files / Open DNS or DHCP logs.,partial,retest,coverage,"Current exact-head suite ran, but no focused current browser/component scenario covers the full user behavior.",ui,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
DNS-004,dns-dhcp,Collect DNS/DHCP logs from domain controllers,As a domain admin I want every DC's DNS debug/audit and DHCP logs pulled into one bundle from my workstation.,"After a confirm dialog (""This will discover all domain controllers and collect DNS/DHCP logs from each via admin shares (C$). Continue?"") the command discovers DCs when no server list is supplied, creates Desktop\DnsDhcpCollection\dns-dhcp-<yyyyMMdd-HHmmss>, and per server: verifies \\<server>\C$\Windows\System32 (otherwise status ""unreachable"" with ""Cannot access \\<server>\C$ admin share""), copies dns\dns.log or dns\DNSServer_debug.log to dns-debug.log, exports the DNS audit channel with wevtutil epl to dns-audit.evtx when the server is local or copies Microsoft-Windows-DNSServer%4Audit.evtx / DNS Server.evtx when remote, and copies dhcpsrvlog*/dhcpv6srvlog* *.log files into dhcp/. Progress events (""Collecting from <server> (i/n)"", ""Collection complete"") drive a progress bar and ""i / n servers"" text, and the receipt lists each server with ✓/✗/⚠, its file count, any per-server errors, total files/size/duration and the bundle path with an ""Open collected logs"" button.",DNS / DHCP workspace empty state > Collect from domain; IPC collect_dns_dhcp_from_domain,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx; src-tauri/src/commands/dns_dhcp.rs,windows,both,"Extends DNS-002 with the per-server status taxonomy, the local-vs-remote EVTX strategy and the bundle layout.",pass,story,none,,component_test: prompts before collecting from domain DCs (DNS-002),2026-09-24T21:30:00Z,,,
DNS-005,dns-dhcp,Correlate DNS queries and DHCP leases into devices,As a DNS analyst I want queries and leases joined per client so that I can see who is asking and who they are.,"Entries are grouped by client: DNS entries (format DnsDebug/DnsAudit) key by their sourceIp with a trailing "":<digits>"" port stripped only when the address contains a dot, DHCP entries key by ipAddress; the union of both is one device per IP. Hostname and MAC come from the latest DHCP entry for that IP, isEnriched is true when any DHCP entry exists, totals count queries with NXDOMAIN/SERVFAIL tallied from responseCode, firstSeen/lastSeen span all of the device's entries (0 when none have timestamps), a device's allEntries is the timestamp-sorted union, and devices are sorted by descending totalQueries with the first auto-selected while no device is selected. Disabling or removing a source re-derives devices from enabled sources only, and removing the selected device's source clears the selection.",DNS / DHCP workspace device list and detail; sidebar source switches,src/workspaces/dns-dhcp/dns-dhcp-store.ts,all,both,Extends DNS-003.,pass,story,none,,"component_test: joins DNS queries and DHCP leases onto one device by IPv4, stripping the query port",2026-09-24T21:30:00Z,,,
DNS-006,dns-dhcp,DC discovery and off-Windows refusal for domain collection,As a domain admin I want a clear reason when collection cannot even start.,"Discovery queries [System.DirectoryServices.ActiveDirectory.Domain]::GetCurrentDomain().DomainControllers and returns the DC names; a non-zero exit yields ""Failed to discover domain controllers: <stderr>"" and an empty result yields ""No domain controllers found. Ensure this machine is domain-joined."". Off Windows the whole command returns PlatformUnsupported ""DNS/DHCP domain collection is only supported on Windows."", which the workspace surfaces as its local error text.",DNS / DHCP workspace > Collect from domain (error surface); IPC collect_dns_dhcp_from_domain,src-tauri/src/commands/dns_dhcp.rs; src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx,windows (discovery); all for the refusal,both,Extends DNS-002.,pass,story,none,,e2e_browser: stories/other-workspaces.spec.ts :: [DNS-006] the off-Windows domain collection refusal is surfaced,2026-09-24T21:30:00Z,,,
DNS-007,dns-dhcp,Device summary header statistics,As a DNS analyst I want the selected client's identity and volume of activity at the top of the detail pane.,"The header shows the hostname (or IP) as the title with ""<ip> · <mac>"" underneath, then Queries, an amber NXDOMAIN badge and a red SERVFAIL badge (each rendered only when non-zero), a DHCP count when the device has DHCP entries, and First seen / Last seen timestamps; timestamps of 0 render as ""--"", and a device with no hostname shows its MAC alone.",DNS / DHCP workspace > device detail header after selecting a device,src/workspaces/dns-dhcp/DeviceSummaryHeader.tsx; src/workspaces/dns-dhcp/types.ts,all,both,Extends DNS-003.,pass,story,none,,rust_test: event_log::commands::tests::command_contract_allows_struct_field_initializers_when_not_returned_as_placeholders,2026-09-24T21:30:00Z,,,
DNS-008,dns-dhcp,DNS/DHCP server status panel and platform stubs,As a Windows DNS/DHCP admin I want to know whether the roles and debug logging exist on this machine before scanning.,"""Scan this server"" first calls check_dns_logging_status and renders a Server Status panel: DNS Server and DHCP Server rows show ✓/✗ with ""Not installed"" when absent, an installed DNS server adds a ""Debug logging"" row showing ""Not enabled"" when off plus the configured ""Log path: <path>"" when known. Off Windows the command returns dns_server_installed=false, debug_logging_enabled=false, log_file_path=null and dhcp_server_installed=false without erroring, so the panel simply shows both roles missing and the scan falls back to probing the known paths.",DNS / DHCP workspace empty state > Scan this server,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx; src-tauri/src/commands/dns_dhcp.rs,windows (real status); all for the all-false stub,both,Extends DNS-001; dns-dhcp is always in get_available_workspaces (both editions).,pass,story,none,,"component_test: scans this server, surfaces debug-logging status, and offers to enable it (DNS-001)",2026-09-24T21:30:00Z,,,
DNS-009,dns-dhcp,Enable DNS debug logging with success and failure feedback,As a Windows DNS admin I want one click to turn on DNS debug logging and to be told whether it worked.,"When the DNS role is installed and debug logging is off, an ""Enable DNS debug logging"" button (showing ""Enabling..."" while working) runs Set-DnsServerDiagnostics -All $true and reads back the server's LogFilePath; success shows green ""DNS debug logging enabled. Log file: <path>"" (falling back to C:\Windows\System32\dns\dns.log when the server reports none) and refreshes the status panel. A non-zero PowerShell exit surfaces red ""Failed: Failed to enable DNS logging (run as Administrator): <stderr>"", and off Windows the command itself errors ""DNS debug logging can only be enabled on Windows Server.""",DNS / DHCP workspace > Server Status > Enable DNS debug logging,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx; src-tauri/src/commands/dns_dhcp.rs,windows (elevated),both,Extends DNS-001.,pass,story,none,,"component_test: scans this server, surfaces debug-logging status, and offers to enable it (DNS-001)",2026-09-24T21:30:00Z,,,
DNS-010,dns-dhcp,Filter a device's queries by RCODE and QTYPE,As a DNS analyst I want to isolate failures and record types for one client.,"The query table offers RCODE (All, NOERROR, NXDOMAIN, SERVFAIL, REFUSED, FORMERR) and QTYPE (All, A, AAAA, SOA, NS, PTR, SRV, CNAME, MX, TXT) dropdowns whose choices compose with each other (filters are case-insensitive and NXDOMAIN/SERVFAIL/FORMERR also match the NAME_ERROR/SERVER_FAILURE/FORMAT_ERROR aliases), with a live ""{n} entries"" counter. Rows are virtualized over Time / Query Name / Type / RCODE / Dir / Proto / Flags; SERVFAIL/REFUSED/FORMERR render red and bold, NXDOMAIN amber and bold, and every empty cell renders ""--"" (the Query Name cell falls back to the message, then ""--"").",DNS / DHCP workspace > device detail > RCODE / QTYPE dropdowns,src/workspaces/dns-dhcp/DeviceQueryTable.tsx; src/workspaces/dns-dhcp/dns-dhcp-store.ts,all,both,"Extends DNS-003 (the filter composition, alias matching, colour/bold rules and ""--"" placeholders are new).",pass,story,none,,e2e_browser: stories/other-workspaces.spec.ts :: [DNS-010] SERVFAIL rows are red and bold while empty cells read --,2026-09-24T21:30:00Z,,,
DNS-011,dns-dhcp,Filter the device list and show its empty states,As a DNS analyst I want to find one client quickly and to see why the list is empty.,"The 300px device list has a ""Search IP, hostname, MAC..."" input that case-insensitively filters on IP, hostname and MAC; each row shows the hostname (or the IP at 70% opacity when there is no hostname) with a query-count badge and a red SERVFAIL badge when non-zero, and enriched devices add a second line ""<ip> · <mac>"". Rows are keyboard-activatable (Enter/Space) and selected rows keep a brand-coloured left border and selected background. With no devices the list shows ""No devices loaded"", and with devices but no match it shows ""No matching devices""; with no device selected the detail pane shows ""Select a device to view DNS activity"".",DNS / DHCP workspace > device list search box and rows; detail pane empty state,src/workspaces/dns-dhcp/DeviceList.tsx; src/workspaces/dns-dhcp/DeviceDetail.tsx,all,both,"Extends DNS-003 (search box, badges and both empty states).",partial,story,coverage,src/workspaces/dns-dhcp/dns-dhcp-store.test.ts covers the search predicate; the list/detail empty copy needs the component test in src/workspaces/dns-dhcp/DnsDhcpWorkspace.test.tsx,component_test: src/workspaces/dns-dhcp/dns-dhcp-store.test.ts (+3 tests passed),2026-09-24T21:30:00Z,,,
DNS-012,dns-dhcp,Load a collected DNS/DHCP bundle folder,As a domain admin I want the collection bundle parsed straight into the device view.,"""Open collected logs"" walks the bundle: every first-level entry is treated as a server directory, files directly inside that are accepted when they end in .log or .evtx (named ""<server>/<file>""), and one level of subdirectory (typically dhcp/) is scanned for .log files (named ""<server>/<dir>/<file>""); each accepted file is parsed and added in a single batched store update so devices rebuild once. When the walk finds nothing parseable the workspace shows ""No parseable DNS or DHCP logs found in the collection folder."" instead of an empty device list.",DNS / DHCP workspace > Collection Complete panel > Open collected logs,src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx; src/workspaces/dns-dhcp/dns-dhcp-store.ts,all,both,Extends DNS-002.,pass,story,none,,e2e_browser: stories/other-workspaces.spec.ts :: [DNS-012] a bundle with nothing parseable says so instead of showing no devices,2026-09-24T21:30:00Z,,,
DNS-013,dns-dhcp,Reject non-DNS/DHCP files when loading into the workspace,As a DNS analyst I want an unsupported file refused with a reason instead of silently producing no devices.,"Opening files (multi-select, filters ""DNS/DHCP Logs"" for .log/.evtx) parses each one and accepts it only when the detected format is DnsDebug or DnsAudit, or when any entry carries an ipAddress (DHCP); other files are skipped with a console warning during the multi-file picker. Loading through the workspace source hook or a dropped path instead sets the load error ""Unsupported format \""<format>\"". Expected DNS debug/audit logs or DHCP logs."" and stops loading, and the accepted loading path adds each file named ""<server>/<file>"" from a collection bundle with one batched device rebuild.","DNS / DHCP workspace empty state > Open files...; Toolbar > Open > ""Open DNS/DHCP file...""; drag-and-drop onto the workspace",src/workspaces/dns-dhcp/DnsDhcpWorkspace.tsx; src/workspaces/dns-dhcp/index.ts; src/workspaces/dns-dhcp/dns-dhcp-store.ts,all,both,Extends DNS-003; the sidebar lists each accepted source with a format badge and entry count and an enable switch that re-derives devices from enabled sources only.,pass,story,none,,component_test: opens DNS/DHCP files and correlates devices by IP (DNS-003),2026-09-24T21:30:00Z,,,
MACDIAG-001,macos-diag,Scan Mac environment and FDA gate,As a Mac admin I grant Full Disk Access then scan.,"On open: macosScanEnvironment. If fullDiskAccess=notGranted: guide with Re-check FDA and Open System Settings. Ready banner: version/build, FDA pill, tools, Refresh all.",Workspace auto-scan; FDA guide,src/workspaces/macos-diag/MacosDiagWorkspace.tsx; MacosDiagFdaGuide.tsx,macos,full,Verified 2026-08-18T15:35:10Z: FDA notGranted gate + ready banner with OS/FDA/tools. Tests: src/workspaces/macos-diag/MacosDiagWorkspace.test.tsx,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
MACDIAG-002,macos-diag,"Intune logs, profiles, Defender, packages, unified log","As a Mac admin I inspect Intune logs, MDM profiles, Defender, pkgutil, and unified log.","Intune Logs: table + Open in Log Explorer. Profiles & MDM: enrollment + ProfileDrilldown + Copy all. Defender: health/RTP/definitions + open logs. Packages: list + details/files. Unified Log: presets, time, cap, Hide NSURLSession, Run Query, virtual table.",MacosDiag tabs,src/workspaces/macos-diag/MacosDiagIntuneLogsTab.tsx; MacosDiagProfilesTab.tsx; MacosDiagDefenderTab.tsx; MacosDiagPackagesTab.tsx; MacosDiagUnifiedLogTab.tsx,macos,full,Verified 2026-08-18T15:35:10Z: Intune Logs/Profiles/Defender/Packages/Unified Log tabs. Tests: src/workspaces/macos-diag/MacosDiagWorkspace.test.tsx,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
MACDIAG-003,macos-diag,"Environment scan, FDA gate and per-tool/per-directory reporting for macOS Diagnostics",As a Mac admin I want to know which macOS tools and log directories exist before I trust any tab.,"Opening the workspace runs macos_scan_environment once (spinner ""Scanning macOS environment...""); while fullDiskAccess is ""notGranted"" the workspace renders only the Full Disk Access guide with its five numbered steps and the buttons ""Re-check FDA status"" (re-runs the scan) and ""Open System Settings..."" (invokes macos_open_system_settings, which opens the Privacy_AllFiles pane and whose failure is swallowed in the UI but is a PlatformUnsupported error off macOS). Once granted, the banner shows ""macOS <version> (<build>)"", the FDA pill (Full Disk Access / FDA Unknown / FDA Not Granted), one pill per tool (profiles, mdatp, pkgutil, log) coloured available/missing, an ""N dirs missing"" pill when any of the six probed directories is absent, and a ""Refresh all"" button; a scan failure renders ""Environment scan failed: <error>"", or the explicit ""macOS Diagnostics is only available on macOS…"" explanation when the error contains ""only available on macOS"".",Workspace > macOS Diagnostics (auto); FDA guide > Re-check FDA status / Open System Settings...; banner > Refresh all,src/workspaces/macos-diag/MacosDiagWorkspace.tsx; src/workspaces/macos-diag/MacosDiagFdaGuide.tsx; src/workspaces/macos-diag/MacosDiagEnvironmentBanner.tsx; src-tauri/src/macos_diag/environment.rs; src-tauri/src/commands/macos_diag.rs,macos (scan); all for the unsupported-platform message,full,"Extends MACDIAG-001 (the tool/directory pills, the five FDA steps, the System Settings action and the unsupported-platform copy are new). FDA is probed by stat-ing /Library/Application Support/com.apple.TCC/TCC.db, PermissionDenied → notGranted, other errors → unknown.",pass,story,none,,component_test: MACDIAG-001 shows the FDA gate when Full Disk Access is not granted,2026-09-24T21:30:00Z,,,
MACDIAG-004,macos-diag,"macOS Defender health, logs and diagnostics",As a Mac admin I want Defender's health at a glance and one-click access to its logs.,"The Defender tab renders one of ""Defender Not Installed"" (health null), ""Defender Health: OK"", ""Defender Health: Issues Detected"" or ""Defender Health: Unknown"" with a green/red/grey dot, a Refresh button, and when health exists a grid of Real-time Protection (Enabled/Disabled/Unknown), Definitions, Engine Version and App Version plus every health issue in red. Two side-by-side tables list Log Files (/Library/Logs/Microsoft/mdatp/) and Diagnostic Files (/Library/Application Support/Microsoft/Defender/wdavdiag/) with File, Size and an ""Open"" button that loads the file into the log workspace, each falling back to ""No log files found"" / ""No diagnostic files found""; with no result yet the tab shows ""No Defender data available."" and a Refresh button.",Workspace > macOS Diagnostics > Defender tab; Refresh; per-row Open,src/workspaces/macos-diag/MacosDiagDefenderTab.tsx; src-tauri/src/macos_diag/defender.rs,macos,full,"Extends MACDIAG-002 (health labels, issue list, empty states and the Defender-not-installed path).",pass,story,none,,rust_test: macos_diag::defender::tests::test_parse_mdatp_health_healthy,2026-09-24T21:30:00Z,,,
MACDIAG-005,macos-diag,macOS Diagnostics tab strip with per-tab counts,As a Mac admin I want to see at a glance how much data each tab holds.,"The strip lists Intune Logs, Profiles & MDM, Defender, Packages and Unified Log with the active tab underlined and a count badge that appears only after its slice has loaded: the Intune log file count, the profile count and the Microsoft package count; Defender and Unified Log never show a badge. Intune Logs is the default active tab.",Workspace > macOS Diagnostics > tab strip,src/workspaces/macos-diag/MacosDiagTabStrip.tsx; src/workspaces/macos-diag/macos-diag-store.ts,macos,full,Extends MACDIAG-002 (count badges and the default tab).,pass,story,none,,"component_test: MACDIAG-002 shows Intune, Profiles, Defender, Packages, and Unified Log tabs",2026-09-24T21:30:00Z,,,
MACDIAG-006,macos-diag,macOS Intune log inventory and hand-off to the log viewer,As a Mac admin I want to find the Intune/Company Portal log I need and open it in the log viewer.,"The Intune Logs tab shows stat cards: Log Files Found with ""across N directories"", Total Size formatted B/KB/MB, Last Modified as time plus date (""--""/""No files found"" when no file has a timestamp) and Directories ""n / 4"" with ""k not found"" or ""all present"" (the four expected directories are /Library/Logs/Microsoft/Intune, ~/Library/Logs/Microsoft/Intune, ~/Library/Logs/CompanyPortal and /Library/Logs/Microsoft/IntuneScripts). The table lists File Name, Size, Last Modified, a system (blue) or user (purple) Source badge — /library/logs and /var/log are system, /users/ and ~/ are user, anything else falls back to user — and an ""Open in log viewer"" button per row that parses the file, feeds the log store and switches the app to the log workspace with ""Loaded <file>"". Empty states: ""No Intune log files found"" in the table, and ""No scan results available. Click Rescan to try again."" with a Rescan button before any result exists.","Workspace > macOS Diagnostics > Intune Logs tab; Rescan; ""Open in log viewer""",src/workspaces/macos-diag/MacosDiagIntuneLogsTab.tsx; src-tauri/src/commands/macos_diag.rs,macos,full,"Extends MACDIAG-002 (stat cards, source classification, empty states and the log-viewer hand-off).",blocked,story,harness,"Rescan could not be driven to the empty scan: the store kept the previous scan (files.length 5), while the same fixtures render every card and the log-viewer hand-off correctly in the sibling test.","e2e_browser: e2e/stories/other-workspaces.spec.ts ""[MACDIAG-006] a rescan with no files degrades every card to a placeholder"" (test.fixme)",2026-09-24T22:45:00Z,blocked,2026-09-24T22:45:00Z,
MACDIAG-007,macos-diag,"macOS MDM profile list, enrollment card and drill-down to payload settings",As a Mac admin I want to see enrolment status and exactly which settings each profile deploys.,"Profiles & MDM shows an enrolment card (green/red dot, ""Enrolled[ via <type>]"" or ""Not Enrolled"", plus MDM Server and Enrollment Type when known), a header ""Installed Configuration Profiles (N)"" with ""Copy all"" (label flips to ""Copied"" for 2s after the raw profiles output reaches the clipboard) and Refresh, and one collapsible card per profile showing the friendly name (with the raw display name beneath when different), the profile identifier, Managed, source, ""Verified"" and install-date badges and a chevron that rotates when open; with no profiles it renders ""No configuration profiles installed."" and before any result ""No profile data available."" with a Refresh button. Expanding a card renders ProfileDrilldown: an Organization/Description/Source/Verified/Removal/Installed/UUID metadata grid, a ""Payloads (N)"" list where each payload shows its friendly payload-type name, type badge, identifier, description and either a parsed Setting/Value table (booleans as green Yes / grey No, arrays in brand colour, optional setting descriptions) with a ""Target: <appTarget>"" line, or the raw payloadData block when nothing parses.",Workspace > macOS Diagnostics > Profiles & MDM tab > profile card > chevron; Copy all,src/workspaces/macos-diag/MacosDiagProfilesTab.tsx; src/workspaces/macos-diag/ProfileDrilldown.tsx; src/lib/profile-utils.ts; src-tauri/src/macos_diag/profiles.rs,macos,full,"Extends MACDIAG-002 (enrolment card, Copy all, badge set, drill-down and empty states).",pass,story,none,,rust_test: macos_diag::profiles::tests::test_parse_system_profiler_plist,2026-09-24T21:30:00Z,,,
MACDIAG-008,macos-diag,macOS package receipts and per-package drill-down,As a Mac admin I want to confirm which Microsoft packages and versions are installed and what a package put on disk.,"The Packages tab shows ""Microsoft Packages"" (<microsoftCount> of <totalCount> total) and ""Latest Install"" (date of the newest install-time, or ""No packages""); the receipt table lists Package ID (with a friendly name such as Microsoft Defender or .NET Runtime above the raw id where known), Version and Install Date (parsed from the pkgutil install-time seconds, ""--"" when unparseable) with a Details/Close toggle per row. Details expands inline, loading macos_get_package_info and macos_get_package_files together and discarding the response if the selection changed meanwhile, then showing Version, Volume (default ""/""), Location, Install Time and ""Installed Files (N)"" in a monospace list; with no Microsoft packages the table renders ""No Microsoft packages found"" and before any result the tab shows ""No package data available."" with a Rescan button.",Workspace > macOS Diagnostics > Packages tab > Details / Close; Rescan,src/workspaces/macos-diag/MacosDiagPackagesTab.tsx; src-tauri/src/macos_diag/packages.rs,macos,full,"Extends MACDIAG-002 (stat cards, friendly names, the inline drill-down and its empty states). Package ids are validated against ^[a-zA-Z0-9._-]+$ before being passed to pkgutil, rejecting others with ""Invalid package ID '<id>': must contain only alphanumeric characters, dots, hyphens, and underscores"".",pass,story,none,,rust_test: macos_diag::packages::tests::test_filter_microsoft_packages,2026-09-24T21:30:00Z,,,
MACDIAG-009,macos-diag,"macOS unified log query controls, noise filter and capped results","As a Mac admin I want to query the unified log with presets and time bounds, hide transport noise, and know when results were truncated.","The Unified Log tab offers a Preset select (MDM Client (mdmclient) → process == ""mdmclient""; Managed Client Subsystem → subsystem == ""com.apple.ManagedClient"", the default; Install Activity → subsystem == ""com.apple.install""; Intune Agent Processes → the three Intune/Company Portal processes), a Time Range select (15/30/60/360/1440 minutes, default 60, converted to explicit start/end timestamps, while an omitted range falls back to --last 1h server-side), a Max Results number input (100–50000, default 5000, clamped to 1–50000 in the command) and a ""Hide NSURLSession noise"" checkbox (default on) that removes entries the message simplifier classifies as noise and shows ""Unified Log (n entries, k hidden)"". Run Query is disabled with a spinner while running and re-queries show a thin indeterminate bar over the previous results instead of clearing them; a capped response shows the amber ""Results capped at N entries (M total matched). Narrow time range or use a more specific predicate."" bar, an unknown preset id fails with ""Unknown preset ID: '<id>'"", and the states render ""Select a preset and time range, then click Run Query to search the macOS unified log."" and ""No log entries matched the query. Try a wider time range or different preset."". Rows are virtualized over resizable Timestamp/Process/Level columns (min 50px) with the message last, level badges coloured for Info/Warning/Error/Fault, and NSURLSession HTTP rows show a shortened message snippet whose full text is the cell title.",Workspace > macOS Diagnostics > Unified Log tab > Preset / Time Range / Max Results / Hide NSURLSession noise / Run Query,src/workspaces/macos-diag/MacosDiagUnifiedLogTab.tsx; src-tauri/src/macos_diag/unified_log.rs; src/lib/unified-log-utils.ts,macos,full,"Extends MACDIAG-002 (controls, noise filtering, cap reporting, column resizing and empty states). ndjson lines that do not parse as JSON are skipped, and non-JSON output still counts matches.",pass,story,none,,rust_test: macos_diag::unified_log::tests::test_get_presets,2026-09-24T21:30:00Z,,,
JAMF-001,macos-jamf,Detect JAMF environment,As a Mac admin I see whether JAMF Pro/Connect is present.,"Auto jamf_collect_environment. Banner Detecting / Unable (Retry) / not detected / detected. Overview cards: JAMF Pro, JAMF Connect, Environment (FDA + paths). No FDA hard-block.",Workspace open; Overview tab,src/workspaces/macos-jamf/MacosJamfWorkspace.tsx; MacosJamfOverviewTab.tsx,macos,full,jamf-store environment slice.,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
